Id|CategoryId|ItemId|Display|Rank|Voided
cd1109e2-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bd1a4-b68b-11e8-96f8-529269fb1459||1|0
cd110c62-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bd53c-b68b-11e8-96f8-529269fb1459||2|0
cd110f14-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bd7da-b68b-11e8-96f8-529269fb1459||3|0
cd1111bc-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06be202-b68b-11e8-96f8-529269fb1459||4|0
cd111446-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06be48c-b68b-11e8-96f8-529269fb1459||5|0
cd1116b2-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06be6ee-b68b-11e8-96f8-529269fb1459||6|0
cd111bda-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06be90a-b68b-11e8-96f8-529269fb1459||7|0
cd111e6e-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06beb6c-b68b-11e8-96f8-529269fb1459||8|0
cd1121a2-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bedce-b68b-11e8-96f8-529269fb1459||9|0
cd1124a4-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bf076-b68b-11e8-96f8-529269fb1459||10|0
cd112724-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bf526-b68b-11e8-96f8-529269fb1459||11|0
cd112990-b5c7-11e8-96f8-529269fb1459|a377d85a-0059-11e8-ba89-0ed5f89f718b|b06bf7ec-b68b-11e8-96f8-529269fb1459||12|0
cd112991-b5c7-11e8-96f8-529269fb1459|b25fa190-852f-11e7-bb31-be3e73b06b34|b06bf8ec-b68b-11e8-96f8-529269fb1459||60|0
cd112992-b5c7-11e8-96f8-529269fb1459|b25f8fa2-852f-11e7-bb31-be2e44b06b34|b06bf8ec-b68b-11e8-96f8-529269fb1459||60|0


c3357dfc-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec44264-e992-11e8-9f32-f2801f1b9fd1||1|0
c335802c-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec443cc-e992-11e8-9f32-f2801f1b9fd1||2|0
c335818a-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec444f8-e992-11e8-9f32-f2801f1b9fd1||3|0
c335834c-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec44638-e992-11e8-9f32-f2801f1b9fd1||4|0
c3358496-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec4478c-e992-11e8-9f32-f2801f1b9fd1||5|0
c3358694-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|7ec448c2-e992-11e8-9f32-f2801f1b9fd1||6|0
c3358cca-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|487e2d00-320d-11e9-b210-d663bd873d93||7|0
c3358eaa-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|487e3ad4-320d-11e9-b210-d663bd873d93||8|0
c3359062-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|c3357050-ac5e-11e9-a2a3-2a2ae2dbcce4||9|0
c3359274-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|c33573c0-ac5e-11e9-a2a3-2a2ae2dbcce4||10|0
c335940e-ac5e-11e9-a2a3-2a2ae2dbcce4|b25f9e22-852f-11e7-bb31-be2e44b06b34|c3357528-ac5e-11e9-a2a3-2a2ae2dbcce4||11|0
